10/09/18	10:18 pm	psit shivam tripathi	ki tumhare paas paisa nahi hai
10/09/18	10:18 pm	shobhit	ab gahra ho rha h
10/09/18	10:18 pm	shobhit	iita paresan kahe ho
10/09/18	10:18 pm	psit shivam tripathi	ladki sab pata lenge
10/09/18	10:18 pm	psit shivam tripathi	and square subsegments solve kar
10/09/18	10:18 pm	psit shivam tripathi	o
10/09/18	10:18 pm	psit shivam tripathi	toh jaane
10/09/18	10:18 pm	psit shivam tripathi	7th ques
10/09/18	10:19 pm	shobhit	bai 4 ho nhi rha
10/09/18	10:19 pm	shobhit	7 i batt kr rhe
10/09/18	10:19 pm	psit shivam tripathi	partial ho jayga
10/09/18	10:19 pm	shobhit	pura karo
10/09/18	10:20 pm	shobhit	6 hua ky
10/09/18	10:20 pm	psit shivam tripathi	nahi ho raha
10/09/18	10:21 pm	shobhit	abhi bahut pdna h
10/09/18	10:21 pm	psit shivam tripathi	i know
10/09/18	10:21 pm	shobhit	iitne me sirf iita hi ho payga
10/09/18	10:21 pm	shobhit	2 3 max 4
10/09/18	10:21 pm	psit shivam tripathi	ham isi wajah se pareshan rahte hai
10/09/18	10:22 pm	shobhit	uuse todi hoga
10/09/18	10:22 pm	shobhit	pdho
10/09/18	10:22 pm	shobhit	bhai 7 to easy dikh rha h
10/09/18	10:23 pm	shobhit	segment tree use hoga syd isme
10/09/18	10:24 pm	psit shivam tripathi	padhte hai phir
10/09/18	10:30 pm	shobhit	yees
10/09/18	10:30 pm	shobhit	ha padhte h
10/09/18	10:31 pm	psit shivam tripathi	hmm
10/09/18	10:45 pm	shobhit	band kr do whatapp
10/09/18	10:45 pm	psit shivam tripathi	hmm
10/09/18	10:46 pm	psit shivam tripathi	chinta na karo bhai
10/09/18	10:46 pm	psit shivam tripathi	time waste nahi kar rahe
10/09/18	11:03 pm	shobhit	4 me
10/09/18	11:03 pm	shobhit	7 ka max and min kya aa rha ta
10/09/18	11:09 pm	psit shivam tripathi	abhi laga nahi raha
10/09/18	11:10 pm	shobhit	4 me n 7 me
10/09/18	11:10 pm	shobhit	max and min
10/09/18	11:10 pm	psit shivam tripathi	achha
10/09/18	11:10 pm	psit shivam tripathi	voh
10/09/18	11:10 pm	shobhit	yes
10/09/18	11:11 pm	psit shivam tripathi	kai possibilities hai
10/09/18	11:11 pm	psit shivam tripathi	mai apna wala bata raha
10/09/18	11:11 pm	shobhit	ok
10/09/18	11:11 pm	psit shivam tripathi	max 2341675
10/09/18	11:11 pm	psit shivam tripathi	min 7123456
10/09/18	11:11 pm	psit shivam tripathi	pattern dikha
10/09/18	11:11 pm	shobhit	ha
10/09/18	11:11 pm	psit shivam tripathi	min
10/09/18	11:11 pm	shobhit	yes
10/09/18	11:11 pm	psit shivam tripathi	max ka bhi dhundho
10/09/18	11:13 pm	psit shivam tripathi	gud
